,originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isRatable,isAdult,numRegions,userReviewsTotal,countryOfOrigin,genre1,genre2,genre3,totVotes
9304,Chapters,6,1998,,85,0.0,0,0,12,1,video,0,False,True,True,1,0,['US'],Adult,,,23
9305,Savraska,5,1989,,64,0.0,14,0,13,0,movie,0,False,True,False,1,0,['SUHH'],Family,,,6
9306,The Third Floor Flat,8,1989,,50,0.0,65,1,55,1,tvEpisode,0,False,True,False,1,14,['GB'],Crime,Drama,Mystery,2027
9307,Secrets of the Lost Liners,9,2022,,60,,1,0,47,0,tvSeries,0,True,True,False,6,3,['GB'],Documentary,,,40
9308,Superstar,6,1990,,92,0.0,2,0,16,0,movie,0,False,True,False,3,0,['IN'],,,,21
9309,Merry Christmas from Vienna,7,1996,,72,0.0,2,0,36,0,tvEpisode,0,False,True,False,1,0,['AT'],Music,,,32
9310,Sto dney posle detstva,8,1975,,92,1.0,64,0,43,2,movie,1,False,True,False,14,3,['SUHH'],Drama,Romance,,1041
9311,Bangkok Love Stories: Innocence,7,2018,2019.0,45,0.0,8,0,19,0,tvSeries,0,True,True,False,8,10,['TH'],Romance,,,258
9312,The Most Adequate Christmas Ever,8,2007,,22,,2,0,148,0,tvEpisode,0,False,True,False,1,1,['US'],Animation,Comedy,,870
9313,Cliff Hanger,8,1983,,28,0.0,1,0,6,0,videoGame,0,False,True,False,2,1,['US'],Action,Adventure,,48
9314,Plenty of Money and You,6,1937,,13,0.0,2,0,30,0,short,0,False,True,False,1,3,['US'],Animation,Comedy,Family,216
9315,Amma Nagamma,7,2001,,110,0.0,1,0,29,0,movie,0,False,True,False,1,0,['IN'],Drama,Fantasy,Thriller,13
9316,Group 3 Results,6,2009,,42,0.0,3,0,98,0,tvEpisode,0,False,True,False,1,0,['US'],Documentary,Game-Show,Music,38
9317,Kuang,7,1992,,91,1.0,15,0,9,0,movie,5,False,True,False,1,0,"['CN', 'HK']",Drama,Romance,,22
9318,A Casa das Mulheres,6,2012,,81,0.0,1,0,43,0,tvMovie,0,False,True,False,1,0,['PT'],Comedy,Drama,Romance,20
9319,A Message from the Unknown,7,1978,,40,0.0,1,0,38,0,tvEpisode,0,False,True,False,1,0,['JP'],Action,Adventure,Animation,38
9320,The Outcast,6,1934,,74,0.0,4,0,26,0,movie,0,False,True,False,2,2,['GB'],Comedy,Crime,Romance,40
9321,Dear Angry,10,2003,,26,0.0,0,0,42,0,short,0,False,True,False,1,0,['US'],Drama,Short,,11
9322,La Plata Yvyguy - Enterros e Guardados,8,2016,,92,,4,0,21,0,movie,0,False,True,False,1,0,['BR'],Documentary,,,5
9323,Early Edition,8,1996,2000.0,41,3.0,170,1,1101,6,tvSeries,9,True,True,False,40,59,['US'],Adventure,Comedy,Drama,13070
9324,Balalaykin i Ko,8,1973,,128,0.0,1,0,20,0,tvMovie,0,False,True,False,1,0,['SUHH'],Comedy,,,10
9325,"Christmas Past, Christmas Present",7,1990,,38,0.0,1,0,48,0,tvEpisode,0,False,True,False,1,1,['GB'],Crime,Drama,Game-Show,15
9326,Com O Oceano Inteiro Para Nadar,9,1997,,20,0.0,0,0,3,1,short,0,False,True,False,4,0,['BR'],Biography,Documentary,Short,8
9327,Victoria må dø,7,2024,,85,1.0,13,0,72,4,movie,1,False,True,False,2,4,['NO'],Comedy,Family,,120
9328,Plan 16: The Gospel According to Stanely,8,1993,,30,0.0,0,0,15,0,short,0,False,True,False,1,0,['US'],Sci-Fi,Short,,15
9329,L.A. Macabre,9,2014,,53,11.0,22,1,134,1,tvSeries,17,True,True,False,2,2,['US'],Thriller,,,53
9330,Balkan Champion,8,2006,,89,0.0,1,0,8,0,tvMovie,1,False,True,False,1,0,['DE'],Documentary,,,30
9331,Hana yori dango,6,1995,,78,1.0,1,0,18,0,movie,0,False,True,False,2,3,['JP'],Romance,,,126
9332,La cripta e l'incubo,6,1964,,85,0.0,26,0,51,41,movie,0,False,True,False,14,37,"['IT', 'ES']",Horror,,,1259
9333,Episode #7.26,8,2009,,60,0.0,0,0,15,0,tvEpisode,0,False,True,False,7,0,['US'],Comedy,News,Talk-Show,25
9334,Io ricordo. Piazza Fontana,7,2019,,92,0.0,2,0,64,0,movie,0,False,True,False,4,0,['IT'],Crime,,,57
9335,Un largo viaje,6,2023,,92,3.0,1,0,82,0,movie,2,False,True,False,3,0,['ES'],Comedy,Drama,,28
9336,Silent Rose,3,2020,,60,0.0,2,0,53,1,movie,0,False,True,False,2,1,['US'],Drama,,,24
9337,Idli Amma,10,2023,,23,,3,0,32,0,short,0,False,True,False,1,1,['IN'],Drama,Short,,5
9338,Start Again,2,2017,,70,0.0,22,0,16,1,movie,0,False,True,False,1,1,['IT'],Thriller,,,22
9339,Freedom 2000,6,1974,,21,0.0,1,0,44,0,short,0,False,True,False,1,1,['US'],Animation,Short,,8
9340,Sweet Nothing,7,1995,,89,0.0,7,0,76,9,movie,0,False,True,False,10,14,['US'],Drama,,,592
9341,The Kama Sutra of Vatsyayana,6,1993,,60,,0,0,16,0,video,0,False,True,True,1,0,['US'],Adult,Documentary,,44
9342,Vera sto dexi,6,2004,2007.0,53,0.0,2,0,59,0,tvSeries,0,True,True,False,1,1,['GR'],Crime,Drama,Mystery,245
9343,Special Guest,6,2020,,10,0.0,1,0,5,0,tvEpisode,0,False,True,False,1,1,['KR'],Horror,Mystery,Short,112
9344,Eden,8,2006,,98,1.0,2,0,91,20,movie,1,False,True,False,9,6,"['DE', 'CH']",Drama,Romance,,900
9345,NCR: Chapter One,9,2021,,65,0.0,7,1,52,0,movie,0,False,True,False,2,5,['IN'],Crime,,,53
9346,USA,8,2016,,40,0.0,0,0,2,0,tvEpisode,0,False,True,False,1,0,['GB'],Adventure,,,5
9347,Los muchachos de antes no usaban arsénico,8,1976,,110,0.0,7,0,18,6,movie,0,False,True,False,3,2,['AR'],Comedy,Crime,Mystery,225
9348,Los suicidas,6,2005,,80,0.0,1,0,49,1,movie,2,False,True,False,1,0,['AR'],Mystery,,,139
9349,Þegar það gerist,5,1998,,45,0.0,1,0,5,0,tvMovie,0,False,True,False,5,0,['IS'],Comedy,Drama,,23
9350,The Deadly Cure,8,1976,,75,0.0,1,0,59,0,tvEpisode,0,False,True,False,1,4,['US'],Crime,Drama,Mystery,103
9351,La primera ola,8,2015,,92,0.0,1,0,10,0,movie,0,False,True,False,4,0,['ES'],Documentary,Sport,,6
9352,Four Eyes,7,1990,,25,,0,0,22,0,tvEpisode,0,False,True,False,1,0,"['FR', 'CA']",Adventure,Drama,Western,5
9353,Fair Trade,8,2021,,53,0.0,13,0,179,1,tvSeries,0,True,True,False,19,3,['BE'],Crime,,,787
9354,Devata,7,1978,,148,0.0,10,0,96,1,movie,2,False,True,False,3,1,['IN'],Drama,Family,,71
9355,Harry's Game,8,1982,1982.0,180,1.0,11,0,83,0,tvMiniSeries,3,True,True,False,11,13,['GB'],Thriller,,,503
9356,Christmas Special,8,2018,,29,0.0,5,0,30,0,tvEpisode,0,False,True,False,1,1,['GB'],Comedy,,,36
9357,Maternal Triangle,8,1984,,40,0.0,2,0,54,0,tvEpisode,0,False,True,False,1,0,['US'],Comedy,,,51
9358,Småbarnas teater,7,1964,1988.0,53,0.0,2,0,1,0,tvSeries,0,True,True,False,1,0,['NO'],Family,,,26
9359,Oi ierosyloi,8,1983,1984.0,53,0.0,2,0,34,0,tvSeries,0,True,True,False,1,0,['GR'],Crime,,,16
9360,Peak Time,8,2023,2023.0,53,0.0,1,0,37,0,tvSeries,0,True,True,False,1,0,['KR'],Music,,,8
9361,Porky's Road Race,7,1937,,7,0.0,1,0,35,2,short,0,False,True,False,2,9,['US'],Animation,Comedy,Family,418
9362,Valerie Hangs with the Cool Kids,9,2005,,29,0.0,2,0,122,0,tvEpisode,0,False,True,False,1,1,['US'],Comedy,,,243
9363,Kings of Toyland,6,1963,,6,0.0,1,0,11,0,tvEpisode,0,False,True,False,1,0,['US'],Animation,Family,,12
9364,La Danse,6,2021,,6,0.0,2,0,9,0,short,0,False,True,False,1,0,['US'],Music,Romance,Short,17
9365,Brighton - A Seaside Escape,8,2018,,45,0.0,0,0,31,0,tvEpisode,0,False,True,False,1,0,['GB'],Documentary,History,,5
9366,Cowboy Jesus,6,1996,,8,0.0,0,0,22,0,short,0,False,True,False,1,0,['US'],Short,,,22
9367,Smash!,7,2010,,37,0.0,1,0,19,0,video,0,False,True,False,1,0,['HR'],Action,Comedy,Short,33
9368,Finale: Part II,8,2008,,44,0.0,2,0,56,0,tvEpisode,0,False,True,False,1,0,['US'],Game-Show,Reality-Tv,,37
9369,Life's Decisions,7,2005,,102,0.0,1,0,35,0,movie,0,False,True,False,2,3,['US'],Drama,,,25
