,originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isRatable,isAdult,numRegions,userReviewsTotal,countryOfOrigin,genre1,genre2,genre3,totVotes
5287,Les aventures de Guidon Fûté,4,1980,,85,0.0,1,0,48,0,movie,0,False,True,False,2,0,['FR'],Comedy,,,13
5288,Lafortune en papier,9,2020,,80,5.0,5,1,15,0,movie,6,False,True,False,7,0,['CA'],Documentary,,,14
5289,Le village magique,6,1955,,95,0.0,2,0,59,0,movie,0,False,True,False,5,0,"['FR', 'IT']",Comedy,,,12
5290,Once Burned,8,1999,,22,0.0,28,0,153,0,tvEpisode,0,False,True,False,1,1,['US'],Action,Adventure,Animation,562
5291,Tommy Time,9,2008,,70,0.0,3,0,22,0,movie,0,False,True,False,1,0,['US'],Comedy,Romance,,9
5292,Duke Nukem 64,8,1997,,28,0.0,3,0,2,0,videoGame,0,False,True,False,2,1,['US'],Action,Comedy,Horror,187
5293,Janoskians: Untold and Untrue,4,2015,,88,0.0,6,1,91,1,movie,0,False,True,False,2,3,['US'],Comedy,,,190
5294,Club Story,7,1997,,21,0.0,1,0,74,0,tvEpisode,0,False,True,False,1,0,['US'],Comedy,,,10
5295,The Lamp,9,2013,,15,0.0,0,0,9,0,short,1,False,True,False,1,0,['CA'],Drama,Short,Thriller,8
5296,The Official Story,9,1998,,52,0.0,1,0,139,0,tvEpisode,0,False,True,False,1,0,['AU'],Comedy,Drama,,30
5297,Airborn,7,1968,,3,0.0,0,0,1,0,short,0,False,True,False,1,0,['US'],Short,,,12
5298,Meine beste Feindin,6,1999,,81,0.0,0,0,41,0,tvMovie,0,False,True,False,1,0,['DE'],Drama,,,15
5299,V sozvezdii Streltsa,8,2018,2018.0,52,0.0,1,0,8,0,tvMiniSeries,0,True,True,False,1,3,['RU'],Biography,Drama,History,32
5300,Amanhecer,7,2002,2003.0,53,0.0,5,0,190,0,tvSeries,1,True,True,False,2,0,['PT'],Drama,,,34
5301,Chalbaaz,6,1969,,92,0.0,7,0,12,1,movie,0,False,True,False,1,0,['IN'],Action,,,10
5302,Zabardast,7,2011,,71,0.0,1,0,33,0,video,0,False,True,False,1,1,['IN'],Comedy,Crime,Drama,35
5303,Huet luen,5,1995,,91,0.0,18,0,38,1,movie,0,False,True,False,11,3,['HK'],Crime,Drama,Romance,267
5304,Goodbye Sarge,7,1974,,40,0.0,6,0,18,0,tvEpisode,0,False,True,False,1,1,['GB'],Family,Game-Show,Mystery,12
5305,"Love, Lust or Run",6,2015,2016.0,53,0.0,25,1,48,1,tvSeries,0,True,True,False,3,0,['US'],Reality-Tv,,,176
5306,Ferdinando.Doc: Por Trás da Diva,8,2019,,13,0.0,2,0,17,0,short,0,False,True,False,1,0,['BR'],Comedy,Short,,5
5307,Fumoon,8,1980,,91,0.0,93,0,78,2,tvMovie,0,False,True,False,1,2,['JP'],Animation,Sci-Fi,,36
5308,Rao Saheb,7,1986,,123,,1,0,30,0,movie,1,False,True,False,2,0,['IN'],Comedy,Drama,,15
5309,Besatt av sex,6,2006,,119,,0,0,61,0,video,0,False,True,True,3,0,['SE'],Adult,Horror,,22
5310,Vestige of Honor,6,1990,,100,,3,0,65,0,tvMovie,0,False,True,False,9,2,['US'],Action,Drama,War,39
5311,Caracas 1967,8,2016,,44,0.0,4,0,242,0,tvEpisode,0,False,True,False,1,0,['US'],Action,Crime,Drama,152
5312,Episode #1.6,8,2019,,56,0.0,6,0,210,2,tvEpisode,0,False,True,False,7,2,['GB'],Drama,Thriller,,150
5313,The Spieler,7,1928,,62,1.0,21,0,27,0,movie,0,False,True,False,6,4,['US'],Crime,Drama,,67
5314,Khatta Meetha,8,2021,,53,0.0,12,1,27,0,tvSeries,0,True,True,False,6,1,['IN'],Family,,,163
5315,"I Scream, You Scream",8,1997,,40,0.0,0,0,40,0,tvEpisode,0,False,True,False,1,0,['US'],Comedy,,,22
5316,Vampira,9,1956,,53,1.0,5,0,3,0,tvSeries,0,True,True,False,1,1,['US'],Action,Comedy,Fantasy,72
5317,Stag,7,2014,,16,0.0,3,0,23,0,short,1,False,True,False,1,0,['US'],Drama,Short,,7
5318,Ha-Pachdanim,7,1980,,94,0.0,1,0,59,0,movie,0,False,True,False,4,0,['IL'],Drama,,,11
5319,Serseri Kral,6,1973,,64,0.0,1,0,18,0,movie,0,False,True,False,1,0,['TR'],Crime,,,8
5320,Vengeance,8,1975,,60,0.0,1,0,32,0,tvEpisode,0,False,True,False,1,2,['US'],Action,Crime,Drama,76
5321,É Quase Verdade,8,2014,,27,0.0,9,0,23,0,short,0,False,True,False,1,0,['BR'],Comedy,Short,,7
5322,Braindead aka Dead Alive (1992),8,2019,,10,0.0,1,0,7,0,tvEpisode,0,False,True,False,1,0,['US'],Documentary,,,13
5323,Push - pull,8,2020,,60,0.0,5,0,8,0,movie,2,False,True,False,1,0,['HR'],Documentary,,,9
5324,Clunk Click,8,1977,,25,0.0,1,0,24,0,tvEpisode,0,False,True,False,1,0,['GB'],Comedy,,,13
5325,The Life and Times of Conway Twitty,8,1995,,81,,0,0,7,0,tvMovie,0,False,True,False,1,0,['US'],Music,,,7
5326,Driving Bill Crazy,7,2008,,92,,3,1,93,0,movie,0,False,True,False,1,1,['US'],Comedy,,,18
5327,"Sesso perverso, mondo violento",5,1980,,83,0.0,0,0,13,2,movie,0,False,True,True,3,0,['IT'],Adult,Documentary,,35
5328,Nights in the Gardens of Spain,9,1998,,40,0.0,1,0,5,0,tvEpisode,0,False,True,False,1,0,['GB'],Comedy,Drama,Short,29
5329,Episode #5.15,8,1977,,40,0.0,0,0,0,0,tvEpisode,0,False,True,False,7,0,['MX'],Comedy,Family,,7
5330,Best Man/Cool Party,7,1998,,24,0.0,1,0,106,1,tvEpisode,0,False,True,False,1,0,['US'],Animation,Comedy,Family,157
5331,Back to Bonanza,8,1993,,48,0.0,1,0,12,0,tvMovie,0,False,True,False,1,3,['US'],Western,,,29
5332,"The Beat Says, This Is the Way",9,2017,,40,0.0,10,0,468,2,tvEpisode,0,False,True,False,1,1,['US'],Drama,Music,Musical,300
5333,Dead Man's Gold,7,1976,,24,,0,0,39,0,tvEpisode,0,False,True,False,1,0,['CA'],Adventure,Family,,7
5334,Mörderisches Spiel,7,1997,,58,0.0,1,0,33,0,tvEpisode,0,False,True,False,1,1,['XWG'],Crime,Drama,Thriller,18
5335,Robby the Rascal,7,1985,,90,0.0,1,0,14,0,video,0,False,True,False,1,0,['US'],Animation,Family,,6
5336,A Thousand Junkies,7,2017,,75,1.0,8,0,66,3,movie,0,False,True,False,2,19,['US'],Comedy,Drama,,457
5337,The Lady with the Lamp,6,2012,,13,,1,0,7,0,short,1,False,True,False,1,0,['GB'],Comedy,Documentary,Family,10
5338,Rosa moln,6,2018,,80,,11,0,154,0,movie,0,False,True,False,4,2,['SE'],Drama,,,134
5339,Chasseur de miel,9,1989,,13,1.0,1,0,2,0,short,0,False,True,False,1,0,['FR'],Documentary,Short,,15
5340,Drought at Indianhead River,9,1976,,60,0.0,10,0,51,0,tvEpisode,0,False,True,False,1,8,['US'],Crime,Drama,Mystery,335
5341,Ja sam tvoj Bog,8,1983,,88,0.0,2,0,9,0,movie,0,False,True,False,4,0,['XYU'],Drama,,,34
5342,Home Along da Riles,9,1992,,53,0.0,1,0,18,0,tvSeries,0,True,True,False,2,2,['PH'],Comedy,,,25
5343,Girl Talk,10,2011,,3,0.0,1,0,4,0,video,0,False,True,False,1,0,['US'],Musical,Short,,10
5344,Decommissioned,7,2021,,6,0.0,5,0,62,1,short,2,False,True,False,1,2,['AU'],Horror,Sci-Fi,Short,427
5345,Armorines: Project S.W.A.R.M.,7,1999,,28,0.0,2,0,20,0,videoGame,0,False,True,False,2,2,['US'],Action,Horror,Sci-Fi,42
5346,Kismet Ka Khel,7,1956,,92,0.0,3,0,51,0,movie,0,False,True,False,1,0,['IN'],Action,Crime,Drama,9
5347,Game of Wits! Parrot vs Professor,7,1985,,24,0.0,1,0,64,0,tvEpisode,0,False,True,False,1,0,['JP'],Action,Adventure,Animation,32
5348,Umino no kesshin! Naru-chan wa boku ga mamoru,7,1992,,24,,5,0,88,2,tvEpisode,0,False,True,False,1,0,['JP'],Action,Adventure,Animation,125
5349,You Can't Hide from the Dead,9,2015,,56,0.0,9,1,222,4,tvEpisode,0,False,True,False,1,4,['US'],Action,Crime,Drama,2865
5350,Bird Up!,9,2015,,12,0.0,5,0,93,0,tvEpisode,0,False,True,False,1,4,['US'],Comedy,Talk-Show,,331
5351,Flickan som lekte med elden,8,2009,,129,1.0,67,9,141,237,movie,4,False,True,False,39,169,"['SE', 'DE', 'DK']",Action,Crime,Drama,99150
5352,En rekrut fra 64,6,1910,,35,0.0,1,0,11,1,short,0,False,True,False,6,0,['DK'],Drama,Short,War,46
5353,Halbe Brüder,6,2015,,117,,7,0,157,17,movie,0,False,True,False,9,6,['DE'],Comedy,Crime,Drama,1459
5354,Say,7,2019,,53,0.0,1,0,33,0,tvSeries,0,True,True,False,1,0,['US'],Crime,,,10
5355,CSI: Vegas,8,2021,2024.0,60,2.0,719,1,1085,7,tvSeries,0,True,True,False,32,222,['US'],Crime,Drama,Mystery,10181
5356,The Teckman Mystery,7,1954,,90,0.0,48,1,72,10,movie,0,False,True,False,6,24,['GB'],Crime,Drama,Film-Noir,579
5357,Abimbowe,7,2008,,13,0.0,0,1,5,0,short,0,False,True,False,1,0,['ES'],Comedy,Short,,27
5358,Le due... grandi labbra,4,1984,,92,0.0,0,0,8,0,movie,0,False,True,True,1,1,['IT'],Adult,,,7
5359,Zi ye ge,5,1976,,90,0.0,2,0,35,0,movie,0,False,True,False,3,0,['TW'],Horror,Mystery,,9
5360,Gray vs. Doriate,8,2015,,24,,1,0,28,0,tvEpisode,0,False,True,False,1,0,['JP'],Action,Adventure,Animation,122
5361,Fanfare,8,1958,,86,0.0,3,0,38,3,movie,2,False,True,False,9,5,['NL'],Comedy,Music,,879
5362,Episode #4.7,9,2018,,58,0.0,1,0,207,5,tvEpisode,0,False,True,False,7,1,['GB'],Drama,Romance,,359
5363,The Late Mrs. Biggins,8,1991,,22,0.0,1,0,69,0,tvEpisode,0,False,True,False,1,1,['US'],Comedy,Drama,,119
5364,The Blue Dildo,5,2012,,9,0.0,1,0,15,0,short,0,False,True,False,2,0,['US'],Short,,,16
5365,Theodore,6,2009,,11,0.0,1,0,31,2,short,0,False,True,False,1,0,['US'],Horror,Short,,33
5366,Vicino al Colosseo c'è Monti,7,2008,,20,0.0,2,0,13,0,short,0,False,True,False,1,2,['IT'],Short,,,35
5367,Episode #2.60,8,1971,,55,0.0,0,0,5,0,tvEpisode,0,False,True,False,7,0,['US'],Adventure,Animation,Family,21
5368,Secrets,8,1992,,129,,2,0,25,0,tvMiniSeries,0,True,True,False,2,1,"['US', 'CA']",Drama,,,25
5369,Sal,6,1963,,124,0.0,1,0,10,1,movie,0,False,True,False,2,0,['KR'],Drama,,,17
5370,Sir Alex Ferguson: Never Give In,9,2021,,108,0.0,4,1,57,12,movie,1,False,True,False,13,38,['GB'],Biography,Documentary,Sport,6223
5371,Airborne Ranger,8,1987,,28,0.0,13,0,0,0,videoGame,0,False,True,False,1,0,['US'],Action,,,10
5372,Day 4,7,2014,,40,0.0,1,0,29,0,tvEpisode,0,False,True,False,1,0,['AU'],Game-Show,Reality-Tv,,5
5373,Bangaru Chellelu,5,1979,,92,0.0,0,0,4,0,movie,0,False,True,False,1,0,['IN'],Drama,,,13
5374,Die Powenzbande,8,1973,,276,0.0,1,0,84,0,tvMiniSeries,0,True,True,False,1,0,['XWG'],,,,31
5375,Crimen,7,1990,1990.0,60,0.0,18,0,148,0,tvMiniSeries,0,True,True,False,1,0,['PL'],Adventure,Crime,History,22
5376,The Grinch: Olympics,5,2018,,1,0.0,1,0,2,0,video,1,False,True,False,1,0,"['US', 'FR']",Animation,Comedy,Family,35
5377,Julie Lydecker,7,2002,,81,0.0,1,0,15,0,tvMovie,0,False,True,False,1,0,['US'],Comedy,,,12
5378,Cenerentola '80,7,1984,,173,0.0,7,0,70,0,movie,0,False,True,False,14,6,"['IT', 'FR']",Drama,Fantasy,Musical,604
5379,The Lady on the Billboard,9,1982,,40,0.0,1,0,56,0,tvEpisode,0,False,True,False,1,0,['US'],Drama,,,10
5380,Infirmières à lunettes,7,2004,,86,0.0,0,0,8,0,video,0,False,True,True,1,0,['FR'],,,,10
5381,Joey and Redhawk: Part 2,8,1978,,30,0.0,0,0,20,0,tvEpisode,0,False,True,False,1,0,['US'],Drama,Romance,,16
5382,Sentinel 2099,6,1995,,75,0.0,2,0,16,1,movie,0,False,True,False,1,1,['US'],Action,Adventure,Drama,35
5383,"En sann historia från Fläsian eller Gubben X, kikaren och albusken",5,1911,,23,,0,0,1,0,short,0,False,True,False,1,0,['SE'],Adventure,Drama,Horror,11
5384,Unlocking the Soul,7,2023,,142,0.0,4,0,9,0,movie,0,False,True,False,3,1,['US'],Documentary,,,12
5385,Temper,8,1915,,13,,0,0,7,0,short,0,False,True,False,1,0,['US'],Drama,Short,,107
5386,Gekijô-ban - Bishôjo senshi Sêrâ Mûn R,8,1993,,61,1.0,97,2,171,7,movie,1,False,True,False,17,43,['JP'],Action,Animation,Comedy,2936
5387,'Weird Al' Yankovic Live!,9,1999,,71,0.0,1,0,115,1,video,0,False,True,False,1,2,['US'],Comedy,Music,,270
5388,Edens Lost,8,1988,,180,4.0,0,0,100,0,tvMovie,2,False,True,False,3,0,['AU'],Drama,History,,17
5389,"Joe Palooka, Champ",6,1946,,92,0.0,5,0,78,0,movie,0,False,True,False,11,3,['US'],Drama,Sport,,53
5390,Hva feiler det deg?,8,2016,,53,0.0,43,0,0,0,tvSeries,0,True,True,False,1,0,['NO'],Comedy,,,6
5391,Flipping and Dating,9,2018,,30,0.0,1,0,5,0,tvEpisode,0,False,True,False,1,0,['US'],Reality-Tv,,,15
5392,Secret of the Ninth,9,2021,,57,0.0,20,0,16,0,movie,0,False,True,False,2,9,['EG'],Documentary,,,766
5393,Winter Week-end,6,1952,,21,0.0,0,0,15,0,short,0,False,True,False,1,0,['CA'],Short,,,9
5394,Blockade,6,1938,,85,0.0,18,0,75,5,movie,2,False,True,False,19,17,['US'],Drama,Romance,War,650
5395,Arthur's Treasured Volumes,6,1960,1960.0,30,,1,0,70,0,tvSeries,0,True,True,False,1,0,['GB'],Comedy,,,11
5396,Il fascino della violenza,7,1912,,13,,0,0,3,0,short,0,False,True,False,5,0,['IT'],Short,,,10
5397,A Catered Affair,7,1988,,30,0.0,0,0,17,0,tvEpisode,0,False,True,False,1,0,['US'],Comedy,,,74
5398,Yateem,7,1988,,173,0.0,2,0,45,1,movie,1,False,True,False,1,6,['IN'],Action,Drama,,275
5399,Total Corruption,8,1993,,71,2.0,0,0,12,2,video,0,False,True,True,1,1,['US'],Adult,,,30
5400,Dierbaar,6,1991,,65,1.0,0,0,21,0,tvMovie,0,False,True,False,1,0,"['NL', 'BE']",Romance,,,9
5401,Let There Be Light,8,2019,,25,0.0,10,0,44,0,tvEpisode,0,False,True,False,1,4,['JP'],Action,Adventure,Animation,417
5402,The Grand Knockout Tournament,8,1987,,93,1.0,1,0,114,0,tvSpecial,0,False,True,False,1,4,['GB'],Comedy,Family,Game-Show,114
5403,O Muro,7,2017,,87,0.0,1,0,4,0,movie,0,False,True,False,1,1,['BR'],Documentary,,,16
5404,The Defiers,7,2016,,23,,2,0,59,0,tvEpisode,0,False,True,False,1,0,['JP'],Action,Animation,Fantasy,18
5405,"Extremely Yours, Alana",8,1999,,71,,0,0,15,0,video,0,False,True,True,1,0,['US'],Adult,,,135
5406,Whistle While Your Wife Works,8,2006,,30,0.0,4,0,149,0,tvEpisode,0,False,True,False,1,2,['US'],Animation,Comedy,,1874
5407,Solicitous,9,1998,,25,0.0,0,0,26,0,tvEpisode,0,False,True,False,1,1,['GB'],Crime,Drama,,32
5408,Simples Mortais,6,2011,,80,2.0,2,0,23,1,movie,0,False,True,False,1,0,['BR'],Drama,Family,,19
5409,Track the Man Down,6,1955,,75,0.0,9,0,54,3,movie,0,False,True,False,6,6,['GB'],Crime,Drama,,130
5410,"Jiboa, il sentiero dei diamanti",6,1989,,86,0.0,1,0,45,2,movie,0,False,True,False,3,0,"['IT', 'MA']",Action,Adventure,,20
5411,White Squall,7,1996,,129,0.0,73,1,234,26,movie,2,False,True,False,35,105,"['US', 'GB']",Adventure,Drama,,25890
5412,Corporate Accountability,7,2020,,68,0.0,1,0,8,10,movie,3,False,True,False,5,1,['AR'],Documentary,,,128
5413,Mee Pok Man,6,1995,,92,1.0,2,0,18,4,movie,1,False,True,False,5,5,['SG'],Crime,Drama,Romance,278
5414,Au long de rivière Fango,6,1975,,115,,2,0,22,1,movie,0,False,True,False,2,0,['FR'],Drama,,,69
5415,Hip Hop Babylon,4,2003,,81,0.0,0,0,21,0,tvMovie,0,False,True,False,1,0,['US'],Comedy,Music,,11
5416,Hempas bar,5,1977,,104,0.0,1,0,52,0,movie,0,False,True,False,2,1,['SE'],Drama,,,43
5417,American Women... Partners in Research,6,1960,,13,0.0,0,0,3,0,short,0,False,True,False,1,0,['US'],Short,,,6
5418,Visage pâle,7,1985,,92,1.0,6,0,31,0,movie,1,False,True,False,3,0,"['CA', 'JP']",Drama,,,26
5419,Episode #11.11,8,1988,,40,0.0,5,0,49,0,tvEpisode,0,False,True,False,7,0,['GB'],Comedy,Drama,Family,16
5420,His Brave Defender,5,1900,,13,,3,0,2,0,short,0,False,True,False,2,1,['GB'],Comedy,Short,,87
5421,The Rock of Ages,7,2021,,16,0.0,8,0,30,1,short,1,False,True,False,2,2,"['FR', 'IS']",Comedy,Fantasy,Short,43
5422,Hamburger,9,2008,,24,0.0,0,0,12,0,tvEpisode,0,False,True,False,1,0,['NL'],Documentary,,,7
5423,A Kick for Cinderella,7,1924,,13,0.0,2,0,7,0,short,0,False,True,False,2,1,['US'],Comedy,Short,,15
5424,Myanmar,6,2013,,40,0.0,1,0,47,0,tvEpisode,0,False,True,False,1,0,"['DE', 'AT']",Drama,Romance,,41
5425,Episode #1.3,10,2005,,40,,0,0,30,0,tvEpisode,0,False,True,False,7,0,['AU'],Drama,,,9
5426,Fury from the Deep: Episode 3,8,1968,,21,0.0,1,0,35,4,tvEpisode,0,False,True,False,1,2,['GB'],Adventure,Drama,Family,405
5427,Orlovskaya bitva,8,1943,,47,0.0,5,0,29,0,movie,0,False,True,False,5,0,['SUHH'],Documentary,,,5
5428,Scrap Kings,7,2017,,53,0.0,2,0,79,0,tvSeries,0,True,True,False,2,0,['GB'],Documentary,,,25
5429,Kaikenlaisia karkulaisia,4,1981,,92,0.0,8,0,60,0,movie,0,False,True,False,1,0,['FI'],Comedy,,,73
5430,The Best of Intercontinental Championship,6,2005,,71,0.0,1,0,12,0,video,0,False,True,False,1,0,['US'],Action,,,23
5431,Pulisi gae-im,5,2004,,86,0.0,0,0,12,1,movie,0,False,True,False,2,1,['KR'],Drama,,,7
5432,Krtek a muzika,8,1974,,7,0.0,10,0,18,1,tvEpisode,0,False,True,False,1,0,['CSHH'],Adventure,Animation,Comedy,85
5433,Meditated in Murder,8,2018,,58,0.0,2,0,133,0,tvEpisode,0,False,True,False,1,10,"['GB', 'FR', 'GP']",Comedy,Crime,Drama,497
5434,The Starling,7,2021,,92,2.0,35,4,273,71,movie,0,False,True,False,36,263,['US'],Comedy,Drama,,15575
5435,Betrayal,6,1992,,81,0.0,0,0,23,0,video,0,False,True,True,1,1,['US'],Adult,Drama,,24
5436,Kangaroo Catchers,7,1965,,7,0.0,1,0,57,0,tvEpisode,0,False,True,False,1,0,['US'],Animation,Comedy,Family,9
5437,Shane's World 7: Snow Job,8,1997,,132,0.0,0,0,9,1,video,0,False,True,True,1,1,['US'],Adult,,,27
5438,En gång i Sverige,6,1992,,96,0.0,1,0,10,0,movie,0,False,True,False,1,0,['SE'],Documentary,,,5
5439,Testicle,7,2010,,3,1.0,0,0,10,0,short,0,False,True,False,1,0,['AU'],Animation,Short,,8
5440,News Is Made at Night,7,1939,,92,0.0,10,0,45,2,movie,0,False,True,False,6,2,['US'],Action,Adventure,Comedy,56
5441,Friends with Partial Benefits,9,2014,,13,0.0,1,0,10,0,short,0,False,True,False,1,0,['US'],Comedy,Short,,8
5442,Little Girl Lost,8,1973,,52,,1,0,45,0,tvEpisode,0,False,True,False,1,8,['US'],Action,Crime,Drama,136
5443,The Dramaturg,8,2013,,43,0.0,2,1,231,0,tvEpisode,0,False,True,False,1,3,['US'],Drama,Musical,,138
5444,Starstruck,9,2003,,22,0.0,13,0,78,0,tvEpisode,0,False,True,False,1,0,"['CA', 'US']",Action,Adventure,Animation,56
5445,Byl sobie raz...,6,1957,,13,0.0,1,0,5,2,short,0,False,True,False,12,2,['PL'],Animation,Short,,179
5446,A Feeling from Within,7,2012,,92,0.0,1,0,28,0,movie,0,False,True,False,1,0,['US'],Drama,,,11
5447,Nadezhda i opora,7,1982,,101,0.0,1,0,44,0,movie,0,False,True,False,3,0,['SUHH'],Drama,,,64
5448,Of Ice and Men,8,2021,,45,0.0,0,0,112,0,tvEpisode,0,False,True,False,1,0,['US'],Adventure,Documentary,Reality-Tv,18
5449,Day Dreamer,8,1998,,78,0.0,0,0,48,0,video,0,False,True,True,2,1,['US'],Adult,Fantasy,Romance,9
5450,Un bebé en la vecindad,9,2008,,22,,1,0,22,0,tvEpisode,0,False,True,False,1,0,['MX'],Adventure,Animation,Comedy,16
5451,Zwei Gesichter,7,2014,,24,0.0,10,0,63,0,short,3,False,True,False,5,1,['DE'],Drama,Short,Sport,120
5452,Twelve Angry Men,9,1959,,40,0.0,1,0,28,0,tvEpisode,0,False,True,False,1,1,['GB'],Comedy,,,65
5453,Harold Lloyd: The Third Genius,8,1989,,105,0.0,3,0,120,1,tvEpisode,0,False,True,False,1,7,['GB'],Biography,Documentary,History,285
5454,Sangama,7,2008,,138,,1,0,33,0,movie,0,False,True,False,1,0,['IN'],Drama,Romance,,44
5455,You Choose,8,2019,,41,0.0,1,5,207,2,tvEpisode,0,False,True,False,1,1,['US'],Action,Drama,,378
5456,Meçhul Kadin,5,1970,,89,0.0,1,0,33,0,movie,1,False,True,False,1,0,['TR'],Drama,,,74
5457,Hipólito y Evita,8,1973,,92,0.0,0,0,24,0,movie,0,False,True,False,2,1,['AR'],Comedy,,,12
5458,Chupan Chupai,6,2017,,118,0.0,11,0,39,0,movie,4,False,True,False,1,9,['PK'],Comedy,Crime,,280
5459,The Walking Dead: The Ones Who Live,8,2024,2024.0,60,0.0,326,15,399,16,tvSeries,0,True,True,False,18,246,['US'],Drama,Horror,Thriller,34316
5460,La valija,5,1971,,92,3.0,1,0,24,0,movie,0,False,True,False,1,0,['AR'],Comedy,Drama,,24
5461,O.H.M.S.,6,1937,,92,0.0,14,0,44,1,movie,0,False,True,False,15,6,['GB'],Action,Comedy,Drama,172
5462,Theme Park Nightmare,9,2020,,42,,7,0,41,0,tvEpisode,0,False,True,False,1,0,['US'],Documentary,History,Reality-Tv,12
5463,Episode dated 12 September 1964,2,1964,,30,,0,0,2,0,tvEpisode,0,False,True,False,7,0,['US'],Game-Show,,,116
5464,Karl & Max,8,2015,,53,0.0,21,0,157,0,tvSeries,1,True,True,False,1,0,['CA'],Crime,Drama,,27
5465,Michelangelo Toys Around,7,1990,,23,0.0,1,0,148,0,tvEpisode,0,False,True,False,1,0,"['TW', 'PH', 'KR', 'CN', 'HU']",Action,Adventure,Animation,113
5466,El rey de oros,7,1984,,90,0.0,1,0,43,0,movie,0,False,True,False,2,0,['MX'],Action,Drama,Romance,23
5467,Tough Love,9,1995,,44,0.0,7,0,28,0,tvEpisode,0,False,True,False,1,0,['AU'],Action,Crime,Drama,26
5468,Regen in New York,7,1995,,6,0.0,2,0,7,0,short,0,False,True,False,2,1,['DE'],Short,,,8
5469,'Belle' of the Ball,4,1989,,72,0.0,0,0,14,0,video,0,False,True,True,1,1,['US'],Adult,,,8
5470,Feminomics: The ABC's of the ACA - Health Insurance Essentials for Women,9,2013,,71,,0,0,21,0,video,0,False,True,False,1,0,['US'],Short,Talk-Show,,41
5471,The Intern - A Summer of Lust,4,2019,,108,,0,0,28,0,video,1,False,True,True,2,1,['ES'],Adult,Drama,Mystery,197
5472,Prostoy karandash,7,2019,,92,4.0,6,0,16,1,movie,2,False,True,False,7,5,['RU'],Drama,,,201
5473,Catch Me If You Can,7,1959,,92,,1,0,22,0,movie,0,False,True,False,3,0,"['CU', 'US']",Drama,,,29
5474,Gladio: The Ringmasters,9,1992,,40,0.0,0,0,30,0,tvEpisode,0,False,True,False,1,0,['GB'],Documentary,History,,40
5475,Another Week on Cartoon,9,2015,2021.0,53,0.0,1,0,4,0,tvSeries,0,True,True,False,3,0,['UY'],Animation,,,32
5476,Hurt,9,2012,,22,,7,0,91,2,tvEpisode,0,False,True,False,1,0,['US'],Action,Adventure,Animation,147
5477,Bez nozha i kasteta,7,1988,,120,,2,0,23,0,tvMovie,0,False,True,False,2,0,['SUHH'],Crime,,,44
5478,Dve sudby,6,2002,,53,0.0,1,0,19,0,tvSeries,1,True,True,False,1,0,['RU'],Drama,,,67
5479,Rope Dealer,9,2022,,46,0.0,1,0,32,0,tvEpisode,0,False,True,False,1,0,['ZA'],Adventure,Game-Show,Reality-Tv,17
5480,Dogs Fighting,4,1894,,13,0.0,0,0,3,0,short,0,False,True,False,1,0,['US'],Documentary,Short,,62
5481,Ecce Homo - I sopravvissuti,6,1969,,99,0.0,5,0,31,2,movie,0,False,True,False,6,1,['IT'],Sci-Fi,Thriller,,82
5482,The Robert F. Kennedy Human Rights Award on PBS,8,1989,,88,0.0,1,0,8,0,tvSpecial,0,False,True,False,1,0,['US'],,,,11
5483,Meryem ve Ogullari,6,1977,,82,0.0,4,0,37,0,movie,0,False,True,False,1,1,['TR'],Drama,,,62
5484,Da Shang Hai 1937,7,1986,,115,0.0,13,0,36,1,movie,0,False,True,False,5,0,"['HK', 'CN']",Action,,,36
5485,Hyakkimaru no maki sono ni,8,1969,,40,,1,0,8,0,tvEpisode,0,False,True,False,1,0,['JP'],Action,Animation,Fantasy,11
5486,Felipe Esparza: Translate This,7,2017,,66,0.0,1,0,18,0,tvSpecial,0,False,True,False,1,0,['US'],Comedy,,,124
5487,"Sammy! The Sammy Davis, Jr. Special",9,1973,,60,0.0,0,0,5,0,tvSpecial,0,False,True,False,1,0,['US'],Music,,,7
5488,Wada Bari Tarzan Mathisabayata,5,2008,,92,,1,0,35,0,movie,0,False,True,False,1,0,['LK'],Comedy,,,9
5489,Little Parade,5,1926,,6,0.0,0,0,1,0,short,0,False,True,False,1,1,['US'],Animation,Comedy,Short,11
5490,Episode #4.23,7,1972,,55,0.0,1,0,3,0,tvEpisode,0,False,True,False,7,0,['US'],Adventure,Animation,Family,20
5491,Lolly-Madonna XXX,7,1973,,105,0.0,33,1,41,17,movie,0,False,True,False,17,35,['US'],Action,Crime,Drama,879
5492,Corazón de niño,7,1939,,110,0.0,2,0,35,1,movie,0,False,True,False,2,2,['MX'],Drama,,,14
5493,The Guinea Pig,7,1948,,97,0.0,64,0,68,9,movie,0,False,True,False,7,12,['GB'],Drama,,,451
5494,Christmas Club Books,6,1975,,30,,4,0,21,0,tvEpisode,0,False,True,False,1,1,['GB'],Comedy,,,17
5495,A Stranger Kind,8,2015,,23,0.0,1,0,60,0,short,0,False,True,False,1,1,['GB'],Comedy,Horror,Short,34
5496,Righteous,9,2004,,43,0.0,0,0,48,0,tvEpisode,0,False,True,False,1,0,['CA'],Crime,Drama,Mystery,16
5497,Trouble in Store,7,1953,,85,1.0,7,1,130,7,movie,0,False,True,False,25,24,['GB'],Comedy,,,1172
